Address,City,State,Median Household Income
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"LIGHT PLANT, San Juan County, NM",San Juan County,NM,"$50,734"
"RUINS, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"MORRIS, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"LIGHT PLANT, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3004, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3010, San Juan County, NM",San Juan County,NM,"$50,734"
"MAPLE, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3003, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3008, San Juan County, NM",San Juan County,NM,"$50,734"
"PUEBLO, San Juan County, NM",San Juan County,NM,"$50,734"
"E PINON ST AND S ORCHARD AVE, Farmington, NM",Farmington,NM,"$61,388"
"CHACO, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3016, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3002, San Juan County, NM",San Juan County,NM,"$50,734"
"MAPLE, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"LIGHT PLANT, San Juan County, NM",San Juan County,NM,"$50,734"
"MAPLE, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3016, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3002, San Juan County, NM",San Juan County,NM,"$50,734"
"MAPLE, San Juan County, NM",San Juan County,NM,"$50,734"
"ELM, San Juan County, NM",San Juan County,NM,"$50,734"
"CHACO, San Juan County, NM",San Juan County,NM,"$50,734"
"ROAD 3009, San Juan County, NM",San Juan County,NM,"$50,734"
"TAOS, San Juan County, NM",San Juan County,NM,"$50,734"
"3000 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3000 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3300 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"2500 BLOCK OF E 16TH ST 8, Farmington, NM",Farmington,NM,"$61,388"
"2500 BLOCK OF LEE AVE 3, Farmington, NM",Farmington,NM,"$61,388"
"4900 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"MOONLIGHT MESA DRIVE, San Juan County, NM",San Juan County,NM,"$50,734"
"4600 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"4200 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"4600 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"N BROWNING PKWY AND E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"HUTTON AVE AND E 18TH ST, Farmington, NM",Farmington,NM,"$61,388"
"3800 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"KNOLLCREST, San Juan County, NM",San Juan County,NM,"$50,734"
"30TH, San Juan County, NM",San Juan County,NM,"$50,734"
"4000 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3500 BLOCK OF E 30TH ST, Farmington, NM",Farmington,NM,"$61,388"
"4600 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"2300 BLOCK OF E 20TH ST, Farmington, NM",Farmington,NM,"$61,388"
"4500 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3000 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"2600 BLOCK OF E 20TH ST, Farmington, NM",Farmington,NM,"$61,388"
"4600 BLOCK OF GILA ST 7, Farmington, NM",Farmington,NM,"$61,388"
"3000 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"4600 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"4600 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"4500 BLOCK OF E PINON HILLS BLVD, Farmington, NM",Farmington,NM,"$61,388"
"4600 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"2800 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3200 BLOCK OF E 30TH ST, Farmington, NM",Farmington,NM,"$61,388"
"E 30TH ST AND FARMINGTON AVE, Farmington, NM",Farmington,NM,"$61,388"
"E 30TH ST AND FARMINGTON AVE, Farmington, NM",Farmington,NM,"$61,388"
"3800 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3800 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3500 BLOCK OF E 30TH ST, Farmington, NM",Farmington,NM,"$61,388"
"3800 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3000 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"4000 BLOCK OF E MAIN ST F, Farmington, NM",Farmington,NM,"$61,388"
"3600 BLOCK OF EDGECLIFF DR, Farmington, NM",Farmington,NM,"$61,388"
"3000 BLOCK OF TULANE AVE, Farmington, NM",Farmington,NM,"$61,388"
"E 20TH ST AND HUNTZINGER AVE, Farmington, NM",Farmington,NM,"$61,388"
"3000 BLOCK OF EDGECLIFF DR, Farmington, NM",Farmington,NM,"$61,388"
"2600 BLOCK OF E 20TH ST, Farmington, NM",Farmington,NM,"$61,388"
"4300 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3500 BLOCK OF CLIFFSIDE DR, Farmington, NM",Farmington,NM,"$61,388"
"4600 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"4900 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"3800 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"HUTTON, San Juan County, NM",San Juan County,NM,"$50,734"
"1900 BLOCK OF SOUTHSIDE RIVER RD, Farmington, NM",Farmington,NM,"$61,388"
"100 BLOCK OF S BROWNING PKWY, Farmington, NM",Farmington,NM,"$61,388"
"1600 BLOCK OF E BROADWAY, Farmington, NM",Farmington,NM,"$61,388"
"1400 BLOCK OF E MURRAY DR, Farmington, NM",Farmington,NM,"$61,388"
"N BROWNING PKWY AND E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"MASONIC PARK, San Juan County, NM",San Juan County,NM,"$50,734"
"1900 BLOCK OF SAN JUAN BLVD, Farmington, NM",Farmington,NM,"$61,388"
"1600 BLOCK OF E CEDAR ST, Farmington, NM",Farmington,NM,"$61,388"
"2500 BLOCK OF ALMON DR, Farmington, NM",Farmington,NM,"$61,388"
"2800 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"2100 BLOCK OF CAMINA PLACER, Farmington, NM",Farmington,NM,"$61,388"
"2300 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"FARMINGTON AVE AND E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"BROWNING, San Juan County, NM",San Juan County,NM,"$50,734"
"2100 BLOCK OF BLOOMFIELD BLVD, Farmington, NM",Farmington,NM,"$61,388"
"MALTA AVE AND BLOOMFIELD BLVD, Farmington, NM",Farmington,NM,"$61,388"
"1600 BLOCK OF E CEDAR ST, Farmington, NM",Farmington,NM,"$61,388"
"BROWNING, San Juan County, NM",San Juan County,NM,"$50,734"
"300 BLOCK OF S DUSTIN RD, Farmington, NM",Farmington,NM,"$61,388"
"2200 BLOCK OF SAN JUAN BLVD, Farmington, NM",Farmington,NM,"$61,388"
"SOUTHSIDE RIVER RD, Farmington, NM",Farmington,NM,"$61,388"
"100 BLOCK OF N BROWNING PKWY, Farmington, NM",Farmington,NM,"$61,388"
"700 BLOCK OF S DUSTIN RD, Farmington, NM",Farmington,NM,"$61,388"
"3900 BLOCK OF BLOOMFIELD HWY, Farmington, NM",Farmington,NM,"$61,388"
"2200 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"HINES, San Juan County, NM",San Juan County,NM,"$50,734"
"1900 BLOCK OF E MURRAY DR, Farmington, NM",Farmington,NM,"$61,388"
"MADISON LN AND BLOOMFIELD HWY, Farmington, NM",Farmington,NM,"$61,388"
"SOUTHSIDE RIVER, San Juan County, NM",San Juan County,NM,"$50,734"
"100 BLOCK OF N BROWNING PKWY, Farmington, NM",Farmington,NM,"$61,388"
"900 BLOCK OF FARMINGTON AVE, Farmington, NM",Farmington,NM,"$61,388"
"BROWNING, San Juan County, NM",San Juan County,NM,"$50,734"
"BROWNING, San Juan County, NM",San Juan County,NM,"$50,734"
"1600 BLOCK OF E CEDAR ST, Farmington, NM",Farmington,NM,"$61,388"
"1600 BLOCK OF E CEDAR ST, Farmington, NM",Farmington,NM,"$61,388"
"S BROWNING PKWY, Farmington, NM",Farmington,NM,"$61,388"
"S BROWNING PKWY, Farmington, NM",Farmington,NM,"$61,388"
"1900 BLOCK OF E BROADWAY, Farmington, NM",Farmington,NM,"$61,388"
"1600 BLOCK OF E BROADWAY, Farmington, NM",Farmington,NM,"$61,388"
"S BROWNING PKWY AND MONROE LP, Farmington, NM",Farmington,NM,"$61,388"
"3700 BLOCK OF BLOOMFIELD HWY, Farmington, NM",Farmington,NM,"$61,388"
"1600 BLOCK OF E BROADWAY, Farmington, NM",Farmington,NM,"$61,388"
"BROWNING, San Juan County, NM",San Juan County,NM,"$50,734"
"2200 BLOCK OF E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"S BROWNING PKWY AND, Farmington, NM",Farmington,NM,"$61,388"
"400 BLOCK OF S ILLINOIS AVE D, Farmington, NM",Farmington,NM,"$61,388"
"SMITH LN AND E MAIN ST, Farmington, NM",Farmington,NM,"$61,388"
"4800 BLOCK OF PASEO DEL SOL, Santa Fe, NM",Santa Fe,NM,
"3900 BLOCK OF COUNTRY CLUB RD, Santa Fe, NM",Santa Fe,NM,
"5800 BLOCK OF COLORES DEL REY STREET, Santa Fe, NM",Santa Fe,NM,
"100 BLOCK OF CALLE LAZO ERRANTE, Santa Fe, NM",Santa Fe,NM,
"5900 BLOCK OF AGUA FRIA RD, Santa Fe, NM",Santa Fe,NM,
"6300 BLOCK OF JAGUAR DRIVE, Santa Fe, NM",Santa Fe,NM,
"6100 BLOCK OF MONTE VERDE PL, Santa Fe, NM",Santa Fe,NM,
"COLONY DRIVE AND PASEO REAL, Santa Fe, NM",Santa Fe,NM,
"6400 BLOCK OF HICKORY STREET, Santa Fe, NM",Santa Fe,NM,
"AIRPORT RD AND PASEO DEL SOL, Santa Fe, NM",Santa Fe,NM,
"6000 BLOCK OF AGUA FRIA RD, Santa Fe, NM",Santa Fe,NM,
"4129-1621 SOUTH MEADOWS RD, Santa Fe, NM",Santa Fe,NM,
"6600-1108 JAGUAR DRIVE, Santa Fe, NM",Santa Fe,NM,
"6800 BLOCK OF VALENTINE WAY, Santa Fe, NM",Santa Fe,NM,
"6600 BLOCK OF JAGUAR DRIVE, Santa Fe, NM",Santa Fe,NM,
"6600 BLOCK OF JAGUAR DRIVE, Santa Fe, NM",Santa Fe,NM,
"3991-824 CAMINO JULIANA, Santa Fe, NM",Santa Fe,NM,
"3600 BLOCK OF LUNA Y SOL, Santa Fe, NM",Santa Fe,NM,
"6400 BLOCK OF AIRPORT RD, Santa Fe, NM",Santa Fe,NM,
"2500 BLOCK OF SYCAMORE LOOP, Santa Fe, NM",Santa Fe,NM,
"2500 BLOCK OF SYCAMORE LOOP, Santa Fe, NM",Santa Fe,NM,
"4800 BLOCK OF PASEO DEL SOL, Santa Fe, NM",Santa Fe,NM,
"4800 BLOCK OF PASEO DEL SOL, Santa Fe, NM",Santa Fe,NM,
"3600 BLOCK OF N PLATTE RD, Santa Fe, NM",Santa Fe,NM,
"3900 BLOCK OF OLIVER RD, Santa Fe, NM",Santa Fe,NM,
"7200 BLOCK OF VISTA SERENA LOOP, Santa Fe, NM",Santa Fe,NM,
"4000 BLOCK OF FAIRLY RD, Santa Fe, NM",Santa Fe,NM,
"4800 BLOCK OF PASEO DEL SOL, Santa Fe, NM",Santa Fe,NM,
"3700 BLOCK OF LUNA DE MIEL, Santa Fe, NM",Santa Fe,NM,
"4800 BLOCK OF PASEO DEL SOL, Santa Fe, NM",Santa Fe,NM,
"4100 BLOCK OF LUCIA LANE, Santa Fe, NM",Santa Fe,NM,
"6200 BLOCK OF JAGUAR DRIVE, Santa Fe, NM",Santa Fe,NM,
"4100 BLOCK OF SOUTH MEADOWS RD, Santa Fe, NM",Santa Fe,NM,
"6400 BLOCK OF AIRPORT RD, Santa Fe, NM",Santa Fe,NM,
"6400 BLOCK OF CALLE KRYSHANA, Santa Fe, NM",Santa Fe,NM,
"3200 BLOCK OF JEMEZ RD, Santa Fe, NM",Santa Fe,NM,
"6800 BLOCK OF VALENTINE WAY, Santa Fe, NM",Santa Fe,NM,
"1000 BLOCK OF HIGHLAND WAY, Santa Fe, NM",Santa Fe,NM,
"6300 BLOCK OF JAGUAR DRIVE, Santa Fe, NM",Santa Fe,NM,
"MY WAY AND JEMEZ RD, Santa Fe, NM",Santa Fe,NM,
"2600 BLOCK OF REDWOOD STREET, Santa Fe, NM",Santa Fe,NM,
"5100 BLOCK OF AGUA FRIA RD, Santa Fe, NM",Santa Fe,NM,
"100 BLOCK OF VISTA DEL NORTE, Santa Fe, NM",Santa Fe,NM,
"6100 BLOCK OF VUELTA VENTURA, Santa Fe, NM",Santa Fe,NM,
"100 BLOCK OF CALLE CORAZON, Santa Fe, NM",Santa Fe,NM,
"6800 BLOCK OF VALENTINE WAY, Santa Fe, NM",Santa Fe,NM,
"AIRPORT RD AND AGUA FRIA RD, Santa Fe, NM",Santa Fe,NM,
"100 BLOCK OF FULTON ST, Manhattan, NY",Manhattan,NY,
"CANAL ST AND MOTT ST, Manhattan, NY",Manhattan,NY,
"00 BLOCK OF COOPER SQ, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF CANAL ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF CHRYSTIE ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF WALL ST, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF SPRING ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF E HOUSTON ST, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF BROOME ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF AVE OF THE FINEST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF E HOUSTON ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF PINE ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF PARK PL, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF E HOUSTON ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF NASSAU ST, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF GREENWICH ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF CHRISTOPHER ST, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF AVE OF THE AMERICAS, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF WATER ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF CHRISTOPHER ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF NASSAU ST, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF SPRING ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF NASSAU ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF JOHN ST, New York, NY",New York,NY,"$76,607"
"200 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF W BROADWAY, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF GREENE ST, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF PARK PL, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF 2ND AVE, New York, NY",New York,NY,"$76,607"
"300 BLOCK OF BOWERY, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF BANK ST, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF W HOUSTON ST, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF LUDLOW ST, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"500 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF E HOUSTON ST, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF DIVISION ST, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF E HOUSTON ST, New York, NY",New York,NY,"$76,607"
"100 BLOCK OF HESTER ST, New York, NY",New York,NY,"$76,607"
"400 BLOCK OF BROADWAY, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF PARK PL, New York, NY",New York,NY,"$76,607"
"00 BLOCK OF PARK PL, New York, NY",New York,NY,"$76,607"
"BRENTWOOD PKWY BRENTWOOD, Suffolk County, NY",Suffolk County,NY,"$122,498"
"ADAMS AVE, Hauppauge, NY",Hauppauge,NY,
"ADAMS AVE, Hauppauge, NY",Hauppauge,NY,
"HARRISON ST, Brentwood, NY",Brentwood,NY,"$111,572"
"HARRISON ST, Brentwood, NY",Brentwood,NY,"$111,572"
"GATES AVE, Brentwood, NY",Brentwood,NY,"$111,572"
"RABRO DR, Hauppauge, NY",Hauppauge,NY,
"RIDGEWOOD AVE, Farmingville, NY",Farmingville,NY,"$128,302"
"BRENTWOOD PKWY, Brentwood, NY",Brentwood,NY,"$111,572"
"BRENTWOOD PKWY, Brentwood, NY",Brentwood,NY,"$111,572"
"WHITE AVE, Suffolk County, NY",Suffolk County,NY,"$122,498"
"ADAMS AVE, Hauppauge, NY",Hauppauge,NY,
"FULTON AVE, Lindenhurst, NY",Lindenhurst,NY,
"FULTON AVE, Lindenhurst, NY",Lindenhurst,NY,
"00 BLOCK OF GATES AVE, Brentwood, NY",Brentwood,NY,"$111,572"
"00 BLOCK OF TREAMONT AVE, Brentwood, NY",Brentwood,NY,"$111,572"
"200 BLOCK OF WASHINGTON AVE, Brentwood, NY",Brentwood,NY,"$111,572"
"800 BLOCK OF BAY RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF BAYBROOK DR, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF WILLOWBROOK RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF BAYBROOK DR, Warren County, NY",Warren County,NY,"$74,531"
"600 BLOCK OF BAY RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF GENTRY HILL, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF SWAN WAY, Warren County, NY",Warren County,NY,"$74,531"
"NOLAN RD, Warren County, NY",Warren County,NY,"$74,531"
"BAY RD, Warren County, NY",Warren County,NY,"$74,531"
"200 BLOCK OF MEADOWBROOK RD, Warren County, NY",Warren County,NY,"$74,531"
"500 BLOCK OF BAY RD, Warren County, NY",Warren County,NY,"$74,531"
"200 BLOCK OF QUAKER RD, Warren County, NY",Warren County,NY,"$74,531"
"200 BLOCK OF QUAKER RD, Warren County, NY",Warren County,NY,"$74,531"
"100 BLOCK OF QUAKER RD, Warren County, NY",Warren County,NY,"$74,531"
"COUNTRY CLUB RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF FINCH WAY, Warren County, NY",Warren County,NY,"$74,531"
"BAY RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF GENTRY LN, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF BIRDIE DR, Warren County, NY",Warren County,NY,"$74,531"
"700 BLOCK OF BAY RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF HALL RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF CRONIN RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF BAYBROOK DR, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF EVERGREEN LN, Warren County, NY",Warren County,NY,"$74,531"
"300 BLOCK OF BAY RD, Warren County, NY",Warren County,NY,"$74,531"
"BAYBRIDGE, Warren County, NY",Warren County,NY,"$74,531"
"COUNTRY CLUB RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF WILLOWBROOK RD, Warren County, NY",Warren County,NY,"$74,531"
"100 BLOCK OF CRONIN RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF BAYBROOK DR, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF WILLOWBROOK RD, Warren County, NY",Warren County,NY,"$74,531"
"HAVILAND RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF MANNIS PL, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF CRONIN RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF FITZGERALD RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF CRONIN RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF BAYBROOK DR, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF COUNTRY COLONY RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF FARMINGTON PL, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF CRONIN RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF BLIND ROCK RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF COUNTRY CLUB RD, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF BAYBROOK DR, Warren County, NY",Warren County,NY,"$74,531"
"00 BLOCK OF WILLOWBROOK RD, Warren County, NY",Warren County,NY,"$74,531"
"COUNTRY CLUB RD, Warren County, NY",Warren County,NY,"$74,531"
"I-87, Colonie, NY",Colonie,NY,"$100,093"
"I-87, Colonie, NY",Colonie,NY,"$100,093"
"00 BLOCK OF CALIFORNIA AVE, Albany, NY",Albany,NY,"$54,736"
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"MANSEAU STREET, Burlington, VT",Burlington,VT,
"MANSEAU STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"CEDAR STREET, Burlington, VT",Burlington,VT,
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"CEDAR STREET, Burlington, VT",Burlington,VT,
"NORTH STREET AND LAFOUNTAIN STREET, Burlington, VT",Burlington,VT,
"NORTH STREET AND LAFOUNTAIN STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"CEDAR STREET, Burlington, VT",Burlington,VT,
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"NORTH STREET, South Burlington, VT",South Burlington,VT,"$90,410"
"AREA OF 400 CLINTON AVE, Albany, NY",Albany,NY,"$54,736"
"100 BLOCK OF CENTRAL AVE, Albany, NY",Albany,NY,"$54,736"
"300 BLOCK OF WASHINGTON AVENUE, Albany, NY",Albany,NY,"$54,736"
"400 BLOCK OF THIRD ST, Albany, NY",Albany,NY,"$54,736"
"100 BLOCK OF QUAIL ST, Albany, NY",Albany,NY,"$54,736"
"QUAIL STREET AND WEST STREET, Albany, NY",Albany,NY,"$54,736"
"MORTON AVE, Albany, NY",Albany,NY,"$54,736"
"SOUTHERN BLVD AND DELAWARE AVE, Albany, NY",Albany,NY,"$54,736"
"00 BLOCK OF LIEBEL ST, Albany, NY",Albany,NY,"$54,736"
"LIEBEL STREET, Albany, NY",Albany,NY,"$54,736"
"LARK STREET, Albany, NY",Albany,NY,"$54,736"
"400 BLOCK OF WASHINGTON AVE, Albany, NY",Albany,NY,"$54,736"
"SECOND AVE, Albany, NY",Albany,NY,"$54,736"
"DELAWARE AVENUE, Albany, NY",Albany,NY,"$54,736"
"415-419 DELAWARE AVE, Albany, NY",Albany,NY,"$54,736"
"300 BLOCK OF ORANGE STREET, Albany, NY",Albany,NY,"$54,736"
"NORTH MAIN AVE AND WESTERN AVE, Albany, NY",Albany,NY,"$54,736"
"NORTH MAIN AND WESTERN AVENUES, Albany, NY",Albany,NY,"$54,736"
"SOUTHERN BOULEVARD, Albany, NY",Albany,NY,"$54,736"
"2ND ST, Albany, NY",Albany,NY,"$54,736"
"DELAWARE AVENUE AND GOLDER STREET, Albany, NY",Albany,NY,"$54,736"
"MADISON AVENUE, Albany, NY",Albany,NY,"$54,736"
"MADISON AVENUE IN, Albany, NY",Albany,NY,"$54,736"
"300 BLOCK OF SECOND AVE, Albany, NY",Albany,NY,"$54,736"
"ROUTE 9W, Albany, NY",Albany,NY,"$54,736"
"100 BLOCK OF DELAWARE AVENUE, Albany, NY",Albany,NY,"$54,736"
"300 BLOCK OF CENTRAL AVE, Albany, NY",Albany,NY,"$54,736"
"2ND ST AND ONTARIO ST, Albany, NY",Albany,NY,"$54,736"
